what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jem.workbench,2.0.101.v200807170530,org.eclipse.jem.workbench,1231549146086
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.202.v200809040612,org.eclipse.jst.j2ee.ejb,1231549146583
started,bundle,org.eclipse.jst.j2ee.jca,1.1.202.v200809102205,org.eclipse.jst.j2ee.jca,1231549146588
started,bundle,org.eclipse.jst.jee.ejb,1.0.101.v200807240600,org.eclipse.jst.jee.ejb,1231549146598
started,bundle,org.eclipse.jst.jee.web,1.0.100.v200805140020,org.eclipse.jst.jee.web,1231549146606
started,bundle,org.eclipse.xsd,2.4.1.v200808251517,org.eclipse.xsd,1231549146774
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.1.v200807241900,org.eclipse.wst.jsdt.web.core,1231549147235
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231549147740
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1231549148429
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1231549148450
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,org.eclipse.wst.common.uriresolver,1231549148781
started,bundle,org.eclipse.wst.wsi.ui,1.0.400.v200805140300,org.eclipse.wst.wsi.ui,1231549148811
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,org.eclipse.wst.internet.cache,1231549148962
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231549157157
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231549158333
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231549160488
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231549206954
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1231549219291
started,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1231549219295
opened,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1231549219336
opened,view,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui.views.tasks,1231549219533
activated,perspective,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.JavaPerspective,1231549219572
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1231549219576
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.perspectives.showPerspective,1231549219631
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.JavaPerspective,1231549219631
